B,dos_at_mu,Band
1.0,-0.0,0.0
1.0606060606060606,-0.0,0.0
1.121212121212121,-0.0,0.0
1.1818181818181819,-0.0,0.0
1.2424242424242424,-0.0,0.0
1.303030303030303,-0.0,0.0
1.3636363636363638,-0.0,0.0
1.4242424242424243,-0.0,0.0
1.4848484848484849,-0.0,0.0
1.5454545454545454,-0.0,0.0
1.606060606060606,-0.0,0.0
1.6666666666666667,-0.0,0.0
1.7272727272727273,-0.0,0.0
1.7878787878787878,-0.0,0.0
1.8484848484848486,-0.0,0.0
1.9090909090909092,-0.0,0.0
1.9696969696969697,-0.0,0.0
2.0303030303030303,-0.0,0.0
2.090909090909091,-0.0,0.0
2.1515151515151514,-0.0,0.0
2.212121212121212,-0.0,0.0
2.2727272727272725,-0.0,0.0
2.3333333333333335,-0.0,0.0
2.393939393939394,-0.0,0.0
2.4545454545454546,-0.0,0.0
2.515151515151515,-0.0,0.0
2.5757575757575757,-0.0,0.0
2.6363636363636367,-0.0,0.0
2.6969696969696972,-0.0,0.0
2.757575757575758,-0.0,0.0
2.8181818181818183,-0.0,0.0
2.878787878787879,-0.0,0.0
2.9393939393939394,-0.0,0.0
3.0,-0.0,0.0
3.0606060606060606,-0.0,0.0
3.121212121212121,-0.0,0.0
3.1818181818181817,-0.0,0.0
3.2424242424242427,-0.0,0.0
3.303030303030303,-0.0,0.0
3.3636363636363638,-0.0,0.0
3.4242424242424243,-0.0,0.0
3.484848484848485,-0.0,0.0
3.5454545454545454,-0.0,0.0
3.606060606060606,-0.0,0.0
3.666666666666667,-0.0,0.0
3.7272727272727275,-0.0,0.0
3.787878787878788,-0.0,0.0
3.8484848484848486,-0.0,0.0
3.909090909090909,-0.0,0.0
3.9696969696969697,-0.0,0.0
4.03030303030303,-0.0,0.0
4.090909090909091,-0.0,0.0
4.151515151515151,-0.0,0.0
4.212121212121213,-0.0,0.0
4.272727272727273,-0.0,0.0
4.333333333333334,-0.0,0.0
4.3939393939393945,-0.0,0.0
4.454545454545455,-0.0,0.0
4.515151515151516,-0.0,0.0
4.575757575757576,-0.0,0.0
4.636363636363637,-0.0,0.0
4.696969696969697,-0.0,0.0
4.757575757575758,-0.0,0.0
4.818181818181818,-0.0,0.0
4.878787878787879,-0.0,0.0
4.9393939393939394,-0.0,0.0
5.0,-0.0,0.0
5.0606060606060606,-0.0,0.0
5.121212121212121,-0.0,0.0
5.181818181818182,-0.0,0.0
5.242424242424242,-0.0,0.0
5.303030303030303,-0.0,0.0
5.363636363636363,-0.0,0.0
5.424242424242425,-0.0,0.0
5.484848484848485,-0.0,0.0
5.545454545454546,-0.0,0.0
5.606060606060606,-0.0,0.0
5.666666666666667,-0.0,0.0
5.7272727272727275,-0.0,0.0
5.787878787878788,-0.0,0.0
5.848484848484849,-0.0,0.0
5.909090909090909,-0.0,0.0
5.96969696969697,-0.0,0.0
6.03030303030303,-0.0,0.0
6.090909090909091,-0.0,0.0
6.151515151515151,-0.0,0.0
6.212121212121212,-0.0,0.0
6.2727272727272725,-0.0,0.0
6.333333333333334,-0.0,0.0
6.3939393939393945,-0.0,0.0
6.454545454545455,-0.0,0.0
6.515151515151516,-0.0,0.0
6.575757575757576,-0.0,0.0
6.636363636363637,-0.0,0.0
6.696969696969697,-0.0,0.0
6.757575757575758,-0.0,0.0
6.818181818181818,-0.0,0.0
6.878787878787879,-0.0,0.0
6.9393939393939394,-0.0,0.0
7.0,-0.0,0.0
1.0,-0.0,1.0
1.0606060606060606,-0.0,1.0
1.121212121212121,-0.0,1.0
1.1818181818181819,-0.0,1.0
1.2424242424242424,-0.0,1.0
1.303030303030303,-0.0,1.0
1.3636363636363638,-0.0,1.0
1.4242424242424243,-0.0,1.0
1.4848484848484849,-0.0,1.0
1.5454545454545454,-0.0,1.0
1.606060606060606,-0.0,1.0
1.6666666666666667,-0.0,1.0
1.7272727272727273,-0.0,1.0
1.7878787878787878,-0.0,1.0
1.8484848484848486,-0.0,1.0
1.9090909090909092,-0.0,1.0
1.9696969696969697,-0.0,1.0
2.0303030303030303,-0.0,1.0
2.090909090909091,-0.0,1.0
2.1515151515151514,-0.0,1.0
2.212121212121212,-0.0,1.0
2.2727272727272725,-0.0,1.0
2.3333333333333335,-0.0,1.0
2.393939393939394,-0.0,1.0
2.4545454545454546,-0.0,1.0
2.515151515151515,-0.0,1.0
2.5757575757575757,-0.0,1.0
2.6363636363636367,-0.0,1.0
2.6969696969696972,-0.0,1.0
2.757575757575758,-0.0,1.0
2.8181818181818183,-0.0,1.0
2.878787878787879,-0.0,1.0
2.9393939393939394,-1.789808206673507e+20,1.0
3.0,-5.345715513017298e-06,1.0
3.0606060606060606,-1.2814654027271503e-92,1.0
3.121212121212121,-1.158069656383528e-217,1.0
3.1818181818181817,-0.0,1.0
3.2424242424242427,-0.0,1.0
